,accom_icons,bookings_count,campsites_count,distance_to_search_place,favorites_count,has_enough_recommends,id,insertion_id,is_highly_demanded,is_instant_bookable,is_newly_live,is_price_discount,lat,lng,name,owner_first_name,park_name,park_url,price_per_night,price_per_night_formatted,price_per_night_base_formatted,recommends_count,recommends_percentage,url,state_abbrv_name,state_name,city_name,country_code,is_verified,market
0,"['tent', 'rv']",587,10,None,723,1,18144,c9p9pj67pepgp24n65jg,1,1,0,0,32.262511933951722,-96.202619590429076,Llamaland ent amping,Judy,Llama Land Ranch,/en-US/discover/texas/llama-land-ranch,30,30,30,361,99.8614958448753,https://www.hipcamp.com/en-US/texas/llama-land-ranch/llamaland-tent-camping,X,exas,ool,US,1,"Texas Hill Country, TX"
1,"['tent', 'rv']",856,14,None,884,1,36018,c9p9pj67pepgp24n65k0,1,0,0,0,33.742409707673729,-97.429192124646504,4R Ranch Vineyards & Winery amping,Walt,4R Ranch Winery ampsite,/en-US/discover/texas/4r-ranch-winery-campsite,30,30,30,478,97.1757322175732,https://www.hipcamp.com/en-US/texas/4r-ranch-winery-campsite/4r-ranch-vineyards-winery-camping,X,exas,Muenster,US,1,"Texas Hill Country, TX"
2,tent,146,5,None,377,1,60687,c9p9pj67pepgp24n65kg,0,1,0,0,32.3336777777777778,-96.9893555555555556,Pollinator Pond,Lee,LeeZ BeeZ - Honeybee Haven,/en-US/discover/texas/leez-beez-honeybee-haven,40,40,40,79,96.2025316455696,https://www.hipcamp.com/en-US/texas/leez-beez-honeybee-haven/pollinator-pond,X,exas,Waxahachie,US,1,"Texas Hill Country, TX"
3,rv,242,4,None,632,1,49473,c9p9pj67pepgp24n65l0,1,1,0,0,31.7123,-97.287,Big Rocks on the Brazos,Becky,Big Rocks on the Brazos,/en-US/discover/texas/big-rocks-on-the-brazos,45,45,45,134,98.5074626865672,https://www.hipcamp.com/en-US/texas/big-rocks-on-the-brazos/big-rocks-on-the-brazos,X,exas,Waco,US,1,"Texas Hill Country, TX"
4,"['tent', 'rv']",64,1,None,201,1,48681,c9p9pj67pepgp24n65lg,0,1,0,0,32.6398,-95.1723,affodil Hill Lake #1,Bruce ,affodil Hill Retreat,/en-US/discover/texas/daffodil-hill-retreat,44,44,44,46,100.0,https://www.hipcamp.com/en-US/texas/daffodil-hill-retreat/daffodil-hill-lake-1,X,exas,,US,1,"Texas Hill Country, TX"
5,house,20,1,None,111,1,66383,c9p9pj67pepgp24n65m0,0,1,0,0,32.6402,-95.1718,abin ent on the Knoll,Bruce ,affodil Hill Retreat,/en-US/discover/texas/daffodil-hill-retreat,75,75,75,10,100.0,https://www.hipcamp.com/en-US/texas/daffodil-hill-retreat/cabin-tent-on-the-knoll,X,exas,,US,1,"Texas Hill Country, TX"
6,"['tent', 'rv']",174,5,None,348,1,22065,c9p9pj67pepgp24n65mg,0,1,0,0,31.56946,-97.02722,oyote reek Farm -ent amping,Regena,oyote reek Farm,/en-US/discover/texas/coyote-creek-farm,40,40,40,112,99.5535714285714,https://www.hipcamp.com/en-US/texas/coyote-creek-farm/coyote-creek-farm-tent-camping,X,exas,Waco,US,1,"Texas Hill Country, TX"
7,"['tent', 'rv']",180,6,None,609,1,19900,c9p9pj67pepgp24n65n0,0,1,0,0,30.919955973676544,-96.0238038994471133,he Morris Manor and Retreat,odd,he Morris Manor and Retreat,/en-US/discover/texas/the-morris-manor-and-retreat,30,30,30,147,98.2993197278912,https://www.hipcamp.com/en-US/texas/the-morris-manor-and-retreat/the-morris-manor-and-retreat,X,exas,Madisonville,US,1,"Texas Hill Country, TX"
8,rv,0,1,None,4,0,150179,c9p9pj67pepgp24n65ng,0,0,1,0,32.0011398442181,-96.1811005534895,Richland hambers Lakefront,im,im M.’s Land,/en-US/discover/texas/tim-m-s-land-25,50,50,50,0,0.0,https://www.hipcamp.com/en-US/texas/tim-m-s-land-25/richland-chambers-lakefront,X,exas,None,US,0,"Texas Hill Country, TX"
9,tent,118,12,None,422,1,29746,c9p9pj67pepgp24n65o0,0,1,0,0,32.2600811333333333,-95.9026353416666667,ara Winery Vines & Views,susan,ara Vineyard & Winery estate,/en-US/discover/texas/tara-vineyard-winery-estate,32,32,32,59,88.9830508474576,https://www.hipcamp.com/en-US/texas/tara-vineyard-winery-estate/tara-winery-vines-views,X,exas,thens,US,1,"Texas Hill Country, TX"
10,"['tent', 'rv']",106,10,None,288,1,60148,c9p9pj67pepgp24n65og,0,1,0,0,30.8082866440335411,-96.808377477108495,4 Ranch dventure,Melissa,4 Ranch dventure,/en-US/discover/texas/4c-ranch-adventure,25,25,25,57,98.2456140350877,https://www.hipcamp.com/en-US/texas/4c-ranch-adventure/4c-ranch-adventure,X,exas,Gause,US,1,"Texas Hill Country, TX"
11,rv,363,16,None,152,1,44674,c9p9pj67pepgp24n65p0,1,0,0,0,31.6792375,-97.15341875,RV Sites lose to Silos! Free WIFI!,James,Post Oak RV Park and abins,/en-US/discover/texas/post-oak-rv-park-and-cabins,55,55,55,183,94.2622950819672,https://www.hipcamp.com/en-US/texas/post-oak-rv-park-and-cabins/rv-sites-close-to-silos-free-wifi,X,exas,Waco,US,1,"Texas Hill Country, TX"
12,house,40,2,None,218,1,69484,c9p9pj67pepgp24n65pg,0,1,0,0,33.4741,-96.469675,iny Home abin,Paul,iny Home abin,/en-US/discover/texas/tiny-home-cabin,150,150,150,28,96.4285714285714,https://www.hipcamp.com/en-US/texas/tiny-home-cabin/tiny-home-cabin,X,exas,Whitewright,US,1,"Texas Hill Country, TX"
13,tent,4,10,None,9,1,122486,c9p9pj67pepgp24n65q0,0,1,0,0,31.98992861454754,-94.72039239881135,Rustic amping @ Yellow Rose anyon,Shawn,Yellow Rose anyon,/en-US/discover/texas/yellow-rose-canyon,15,15,15,2,100.0,https://www.hipcamp.com/en-US/texas/yellow-rose-canyon/rustic-camping-yellow-rose-canyon,X,exas,Mount Enterprise,US,0,"Texas Hill Country, TX"
14,house,89,1,None,557,1,48017,c9p9pj67pepgp24n65qg,0,1,0,0,33.5494302857142857,-96.5443148571428571,reehouse on the reek,Steve,reehouse on the reek,/en-US/discover/texas/treehouse-on-the-creek,75,75,75,65,96.9230769230769,https://www.hipcamp.com/en-US/texas/treehouse-on-the-creek/treehouse-on-the-creek,X,exas,Sherman,US,1,"Texas Hill Country, TX"
15,tent,2,1,None,8,1,143406,c9p9pj67pepgp24n65r0,0,0,0,0,32.1952,-96.207,60 cres with large pond,Gilbert,Gilbert Family Ranch,/en-US/discover/texas/gilbert-family-ranch,45,45,45,1,100.0,https://www.hipcamp.com/en-US/texas/gilbert-family-ranch/60-acres-with-large-pond,X,exas,,US,0,"Texas Hill Country, TX"
16,"['tent', 'rv']",21,1,None,65,1,62078,c9p9pj67pepgp24n65rg,0,1,0,0,32.6404,-95.1703,Beaver Pond at affodil Hill,Bruce ,affodil Hill Retreat,/en-US/discover/texas/daffodil-hill-retreat,44,44,44,14,100.0,https://www.hipcamp.com/en-US/texas/daffodil-hill-retreat/beaver-pond-at-daffodil-hill,X,exas,,US,1,"Texas Hill Country, TX"
17,"['tent', 'rv']",11,5,None,27,1,137314,c9p9pj67pepgp24n65s0,0,1,0,0,32.9207290582791,-95.9647810166952,Lake awakoni Farm,Erick,Lake awakoni Farm,/en-US/discover/texas/lake-tawakoni-farm,30,30,30,5,100.0,https://www.hipcamp.com/en-US/texas/lake-tawakoni-farm/lake-tawakoni-farm,X,exas,None,US,1,"Texas Hill Country, TX"
18,tent,31,1,None,148,1,19372,c9p9pj67pepgp24n65sg,0,1,0,0,33.1076,-96.5596,Fieldsong Meadow,Stephanie,Fieldsong Farm,/en-US/discover/texas/fieldsong-farm-1,75,75,75,17,100.0,https://www.hipcamp.com/en-US/texas/fieldsong-farm-1/fieldsong-meadow,X,exas,Lucas,US,1,"Texas Hill Country, TX"
19,"['tent', 'rv']",26,20,None,53,1,77270,c9p9pj67pepgp24n65t0,0,0,0,0,33.742,-97.4306,West-of-reek ispersed ampsite,Walt,4R Ranch Winery ampsite,/en-US/discover/texas/4r-ranch-winery-campsite,20,20,20,14,100.0,https://www.hipcamp.com/en-US/texas/4r-ranch-winery-campsite/west-of-creek-dispersed-campsite,X,exas,Muenster,US,1,"Texas Hill Country, TX"
20,"['tent', 'rv']",6,4,None,12,0,115044,c9p9pj67pepgp24n65tg,0,1,0,0,31.49485,-97.082975,"Fishing in Waco, Black Willow Pond",Bing & Wayland,Black Willow Pond,/en-US/discover/texas/black-willow-pond,30,30,30,2,75.0,https://www.hipcamp.com/en-US/texas/black-willow-pond/fishing-in-waco-black-willow-pond,X,exas,Waco,US,0,"Texas Hill Country, TX"
21,tent,1,1,None,55,0,143708,c9p9pj67pepgp24n65u0,0,0,0,0,31.60138,-97.13036,"Silo turned treehouse, 3 stories,",Emily,Emily .’s Land,/en-US/discover/texas/emily-a-s-land-3,95,95,95,1,0.0,https://www.hipcamp.com/en-US/texas/emily-a-s-land-3/silo-turned-treehouse-3-stories,X,exas,None,US,0,"Texas Hill Country, TX"
22,"['tent', 'rv']",95,30,None,215,1,39822,c9p9pj67pepgp24n65ug,0,1,0,0,30.6087435440482367,-96.3765230449728633,ggie cres,Juan,Zermeno Ranch & Pier,/en-US/discover/texas/zermeno-ranch-pier,25,25,25,62,96.7741935483871,https://www.hipcamp.com/en-US/texas/zermeno-ranch-pier/aggie-acres,X,exas,Brian,US,1,"Texas Hill Country, TX"
23,tent,26,10,None,108,1,20190,c9p9pj67pepgp24n65v0,0,1,0,0,32.1485,-96.0803,3 L Farm,Lance,3 L Farm,/en-US/discover/texas/3-l-farm,20,20,20,8,100.0,https://www.hipcamp.com/en-US/texas/3-l-farm/3-l-farm,X,exas,rinidad,US,1,"Texas Hill Country, TX"
24,house,3,1,None,39,1,88925,c9p9pj67pepgp24n65vg,0,1,0,0,31.9656,-96.5761,Magical Wall ent #1,Sherry,Purdon Groves,/en-US/discover/texas/purdon-groves,135,135,135,2,100.0,https://www.hipcamp.com/en-US/texas/purdon-groves/magical-wall-tent-1,X,exas,Purdon,US,0,"Texas Hill Country, TX"
25,"['tent', 'rv']",11,30,None,46,1,109786,c9p9pj67pepgp24n6600,0,1,0,0,32.65138286666671,-96.1173492333334233, little piece of paradise,Gilberto, Little Piece of Paradise,/en-US/discover/texas/a-little-piece-of-paradise,29,29,29,5,100.0,https://www.hipcamp.com/en-US/texas/a-little-piece-of-paradise/a-little-piece-of-paradise,X,exas,errell,US,1,"Texas Hill Country, TX"
26,"['tent', 'rv']",23,10,None,60,1,41368,c9p9pj67pepgp24n6610,0,1,0,0,32.51097,-95.27767,Flyin H Ranch,Harlan,Savannah’s Events @ Flyin H,/en-US/discover/texas/savannah-s-events-flyin-h,20,20,20,14,100.0,https://www.hipcamp.com/en-US/texas/savannah-s-events-flyin-h/flyin-h-ranch,X,exas,,US,1,"Texas Hill Country, TX"
27,rv,33,4,None,80,1,92305,c9p9pj67pepgp24n661g,0,0,0,0,32.86498,-97.55758,Friends in RV Spaces (Full hookups),Sam,Friends In RV Spaces,/en-US/discover/texas/friends-in-rv-spaces,40,40,35,25,100.0,https://www.hipcamp.com/en-US/texas/friends-in-rv-spaces/friends-in-rv-spaces-full-hookups,X,exas,zle,US,1,"Texas Hill Country, TX"
28,tent,28,5,None,76,1,58886,c9p9pj67pepgp24n6620,0,1,0,0,31.9332,-96.709,ent amping,ami,ent amping,/en-US/discover/texas/tent-camping-11,25,25,25,18,94.4444444444444,https://www.hipcamp.com/en-US/texas/tent-camping-11/tent-camping,X,exas,awson,US,1,"Texas Hill Country, TX"
29,"['tent', 'rv']",15,6,None,38,1,64675,c9p9pj67pepgp24n662g,0,0,0,0,32.4126717602952148,-95.3572209731575533,Wooded reek aka Bent ree amp,Nick,Wooded reek aka Bent reek amp,/en-US/discover/texas/wooded-creek-aka-bent-creek-camp,30,30,30,11,95.4545454545455,https://www.hipcamp.com/en-US/texas/wooded-creek-aka-bent-creek-camp/wooded-creek-aka-bent-tree-camp,X,exas,yler,US,1,"Texas Hill Country, TX"
30,"['tent', 'rv']",34,4,None,179,1,34564,c9p9pj67pepgp24n6630,0,0,0,0,31.1506140414154,-96.3264663592468,Hollydew Farm,Karen,Hollydew Farm,/en-US/discover/texas/hollydew-farm,25,25,25,24,97.9166666666667,https://www.hipcamp.com/en-US/texas/hollydew-farm/hollydew-farm,X,exas,exas 77856,US,1,"Texas Hill Country, TX"
31,rv,1,1,None,38,1,61459,c9p9pj67pepgp24n663g,0,1,0,0,32.2247488973972,-96.0085411644877,he edars at Log abin,Lori,he edars at Log abin,/en-US/discover/texas/the-cedars-at-log-cabin,35,35,35,1,100.0,https://www.hipcamp.com/en-US/texas/the-cedars-at-log-cabin/the-cedars-at-log-cabin,X,exas,Malakoff,US,0,"Texas Hill Country, TX"
32,"['tent', 'rv']",48,10,None,138,1,63649,c9p9pj67pepgp24n6640,0,1,0,0,33.2397963321727143,-95.9627574291673714,Sleep Under the Pecan rees,Rick,Sleep Under the Pecan rees,/en-US/discover/texas/sleep-under-the-pecan-trees,25,25,25,38,100.0,https://www.hipcamp.com/en-US/texas/sleep-under-the-pecan-trees/sleep-under-the-pecan-trees,X,exas,ommerce,US,1,"Texas Hill Country, TX"
33,tent,12,4,None,116,1,19225,c9p9pj67pepgp24n664g,0,0,0,0,31.5609875,-95.5150125,"Grove amp Primitive, Mallard Haven",Mallard,Mallard Haven abin-House,/en-US/discover/texas/mallard-haven-cabin-house,10,10,10,7,100.0,https://www.hipcamp.com/en-US/texas/mallard-haven-cabin-house/grove-camp-primitive-mallard-haven,X,exas,Grapeland,US,1,"Texas Hill Country, TX"
34,house,8,1,None,104,1,60046,c9p9pj67pepgp24n6650,0,0,0,0,32.0346789882938,-96.8896946292684,kachi Ranch,kachi ,kachi  Ranch,/en-US/discover/texas/akachi-ranch,125,125,125,6,100.0,https://www.hipcamp.com/en-US/texas/akachi-ranch/akachi-ranch,X,exas,Mertens,US,1,"Texas Hill Country, TX"
35,"['tent', 'rv']",24,8,None,126,1,32998,c9p9pj67pepgp24n665g,0,1,0,0,31.464125675,-95.1361106,Backwoods camping retreat,Patrick,he backwoods pf the forest!,/en-US/discover/texas/the-backwoods-pf-the-forest,25,25,25,13,96.1538461538462,https://www.hipcamp.com/en-US/texas/the-backwoods-pf-the-forest/backwoods-camping-retreat,X,exas,Kennard,US,1,"Texas Hill Country, TX"
36,tent,84,4,None,364,1,9016,c9p9pj67pepgp24n666g,0,1,0,0,33.35765,-96.15185,Good Earth Farm Pond Site,Paul,Good Earth Organic Farm,/en-US/discover/texas/good-earth-organic-farm,40,40,40,48,98.9583333333333,https://www.hipcamp.com/en-US/texas/good-earth-organic-farm/good-earth-farm-pond-site,X,exas,eleste,US,1,"Texas Hill Country, TX"
37,"['tent', 'rv']",11,2,None,96,1,66441,c9p9pj67pepgp24n6670,0,0,0,0,32.22734385877255,-97.56243479295575,he usty Nickel,aniel,he usty Nickel,/en-US/discover/texas/the-dusty-nickel,40,40,40,9,100.0,https://www.hipcamp.com/en-US/texas/the-dusty-nickel/the-dusty-nickel,X,exas,leburne,US,1,"Texas Hill Country, TX"
38,"['tent', 'rv']",68,3,None,81,1,27539,c9p9pj67pepgp24n6680,0,1,0,0,32.6492415,-95.2209214,Midway Point,Michael,Midway camp,/en-US/discover/texas/midway-camp,10,10,10,36,93.0555555555556,https://www.hipcamp.com/en-US/texas/midway-camp/midway-point,X,exas,Hawkins,US,1,"Texas Hill Country, TX"
39,"['tent', 'rv']",17,12,None,108,1,56561,c9p9pj67pepgp24n668g,0,0,0,0,31.0536974542174,-97.587871271325,"amp, Heal, & Jam in the woods",Jeannie,"amp, Heal, & Jam in the woods",/en-US/discover/texas/camp-heal-jam-in-the-woods,40,40,40,5,100.0,https://www.hipcamp.com/en-US/texas/camp-heal-jam-in-the-woods/camp-heal-jam-in-the-woods,X,exas,Belton,US,1,"Texas Hill Country, TX"
40,"['tent', 'rv']",44,3,None,126,1,36051,c9p9pj67pepgp24n6690,0,1,0,0,30.650525,-94.820775,Bell Ranch,Floyd,Livingston,/en-US/discover/texas/livingston-1,40,40,40,35,98.5714285714286,https://www.hipcamp.com/en-US/texas/livingston-1/bell-ranch,X,exas,Livingston,US,1,"Texas Hill Country, TX"
41,house,16,1,None,124,1,26083,c9p9pj67pepgp24n669g,0,0,0,0,33.211,-95.7862,Rockin Bar B Ranch abin,Bobbi,Rockin Bar B Ranch,/en-US/discover/texas/rockin-bar-b-ranch-1,105,105,105,12,100.0,https://www.hipcamp.com/en-US/texas/rockin-bar-b-ranch-1/rockin-bar-b-ranch-cabin,X,exas,umby,US,1,"Texas Hill Country, TX"
42,"['tent', 'rv']",22,50,None,112,1,64375,c9p9pj67pepgp24n66a0,0,1,0,0,31.47179424428,-95.447303671309384,"rees or Stars, Swim Lake & More",Bethany,Salmon Lake Park,/en-US/discover/texas/salmon-lake-park,22,22,22,14,92.8571428571429,https://www.hipcamp.com/en-US/texas/salmon-lake-park/trees-or-stars-swim-lake-more,X,exas,Grapeland,US,1,"Texas Hill Country, TX"
43,tent,57,3,None,209,1,11585,c9p9pj67pepgp24n66ag,0,0,0,0,32.6483666666666667,-95.1951166666666667,Music Springs amp Ground,Vicki,Music Springs,/en-US/discover/texas/music-springs,22,22,22,35,100.0,https://www.hipcamp.com/en-US/texas/music-springs/music-springs-camp-ground,X,exas,Hawkins,US,1,"Texas Hill Country, TX"
44,house,16,1,None,145,1,22933,c9p9pj67pepgp24n66bg,0,1,0,0,31.5378,-96.1102,B2 Ranch Lake abin,Joe,B2 Ranch Lake abin,/en-US/discover/texas/b2-ranch-lake-cabin,140,140,140,11,95.4545454545455,https://www.hipcamp.com/en-US/texas/b2-ranch-lake-cabin/b2-ranch-lake-cabin,X,exas,Buffalo,US,1,"Texas Hill Country, TX"
45,tent,2,10,None,12,1,140622,c9p9pj67pepgp24n66c0,0,1,0,0,32.009723,-95.256439,he Naked Stargazer,Jill,he Naked Stargazer,/en-US/discover/texas/the-naked-stargazer,35,35,35,1,100.0,https://www.hipcamp.com/en-US/texas/the-naked-stargazer/the-naked-stargazer,X,exas,Jacksonville,US,0,"Texas Hill Country, TX"
46,"['tent', 'rv']",22,10,None,73,1,65932,c9p9pj67pepgp24n66cg,0,1,0,0,32.64521620000007,-96.10501590000012,La Hacienda ampsite,Gilberto, Little Piece of Paradise,/en-US/discover/texas/a-little-piece-of-paradise,39,39,39,8,100.0,https://www.hipcamp.com/en-US/texas/a-little-piece-of-paradise/la-hacienda-campsite,X,exas,errell,US,1,"Texas Hill Country, TX"
47,tent,0,5,None,3,0,74659,c9p9pj67pepgp24n66d0,0,0,0,0,32.09238,-95.61024,Wooded.,Brian,Wooded.,/en-US/discover/texas/wooded,35,35,35,0,0.0,https://www.hipcamp.com/en-US/texas/wooded/wooded,X,exas,La Rue,US,0,"Texas Hill Country, TX"
48,"['tent', 'rv']",7,1,None,57,1,68723,c9p9pj67pepgp24n66dg,0,1,0,0,33.0797043556286,-97.5435789101768,racy’s haven,racy,racy’s haven,/en-US/discover/texas/tracy-s-haven,100,100,100,4,100.0,https://www.hipcamp.com/en-US/texas/tracy-s-haven/tracy-s-haven,X,exas,Boyd,US,1,"Texas Hill Country, TX"
49,"['tent', 'rv']",4,2,None,12,1,103600,c9p9pj67pepgp24n66e0,0,0,0,0,32.3888757,-95.1977604,Borah Farm,Kelly,Borah Farm,/en-US/discover/texas/borah-farm,30,30,30,4,100.0,https://www.hipcamp.com/en-US/texas/borah-farm/borah-farm,X,exas,yler,US,1,"Texas Hill Country, TX"
50,"['tent', 'rv']",13,3,None,81,1,42953,c9p9pj67pepgp24n66eg,0,1,0,0,33.027077441003665,-95.03493411045075,Piney Woods,Brock,Harpoon Larry’s amping,/en-US/discover/texas/harpoon-larry-s-camping,30,30,30,10,100.0,https://www.hipcamp.com/en-US/texas/harpoon-larry-s-camping/piney-woods,X,exas,,US,1,"Texas Hill Country, TX"
51,house,2,1,None,32,1,70174,c9p9pj67pepgp24n66f0,0,1,0,0,32.7957,-95.7678,ouble  Ranch Guest ottage,larry,ouble  Ranch Guest ottage,/en-US/discover/texas/double-d-ranch-guest-cottage,100,100,100,1,100.0,https://www.hipcamp.com/en-US/texas/double-d-ranch-guest-cottage/double-d-ranch-guest-cottage,X,exas,Emory,US,0,"Texas Hill Country, TX"
52,house,1,1,None,13,1,82925,c9p9pj67pepgp24n66fg,0,1,0,0,31.22795,-96.5386,Stay in an RV in the woods!,rthur,Stay in an RV in the woods!,/en-US/discover/texas/stay-in-an-rv-in-the-woods,30,30,30,1,100.0,https://www.hipcamp.com/en-US/texas/stay-in-an-rv-in-the-woods/stay-in-an-rv-in-the-woods,X,exas,Bremond,US,0,"Texas Hill Country, TX"
53,tent,9,1,None,46,1,39845,c9p9pj67pepgp24n66g0,0,0,0,0,33.2639,-95.8469,#5 bundance,Lanita,Blackland Ranch Wholeness tr,/en-US/discover/texas/blackland-ranch-wholeness-ctr,40,40,40,6,100.0,https://www.hipcamp.com/en-US/texas/blackland-ranch-wholeness-ctr/5-abundance,X,exas,ommerce,US,1,"Texas Hill Country, TX"
54,"['tent', 'rv']",22,20,None,62,1,44362,c9p9pj67pepgp24n66gg,0,0,0,0,31.287487499999966,-97.325201800000108,L7 attle Ranch Plus,Bonnie,L7 attle Ranch Plus,/en-US/discover/texas/l7-cattle-ranch-plus,25,25,25,17,97.0588235294118,https://www.hipcamp.com/en-US/texas/l7-cattle-ranch-plus/l7-cattle-ranch-plus,X,exas,Moody,US,1,"Texas Hill Country, TX"
55,"['tent', 'rv']",50,6,None,201,1,33196,c9p9pj67pepgp24n66h0,0,1,0,0,33.08975,-94.9169666666666667,oppergate Ranch,Lynda,oppergate Ranch,/en-US/discover/texas/coppergate-ranch,30,30,30,26,100.0,https://www.hipcamp.com/en-US/texas/coppergate-ranch/coppergate-ranch,X,exas,Mount Pleasant,US,1,"Texas Hill Country, TX"
56,"['tent', 'rv']",0,1,None,0,0,150185,c9p9pj67pepgp24n66hg,0,1,0,0,32.2605094262493,-96.2163705518585,Pond in the pasture,Judy,Llama Land Ranch,/en-US/discover/texas/llama-land-ranch,30,30,30,0,0.0,https://www.hipcamp.com/en-US/texas/llama-land-ranch/pond-in-the-pasture,X,exas,ool,US,0,"Texas Hill Country, TX"
57,house,2,1,None,42,1,23880,c9p9pj67pepgp24n66i0,0,0,0,0,33.1776,-96.3299,Brushy reek B&B,Karen,Brushy reek,/en-US/discover/texas/brushy-creek-1,100,100,100,1,100.0,https://www.hipcamp.com/en-US/texas/brushy-creek-1/brushy-creek-b-b,X,exas,Farmersville,US,0,"Texas Hill Country, TX"
58,"['tent', 'rv']",1,5,None,1,0,151187,c9p9pj67pepgp24n66ig,0,1,0,0,32.51913,-97.12877,edar Groves of mber Inn,Leslie,Groves of mber Inn,/en-US/discover/texas/groves-of-amber-inn,25,25,25,0,0.0,https://www.hipcamp.com/en-US/texas/groves-of-amber-inn/cedar-groves-of-amber-inn,X,exas,Venus,US,0,"Texas Hill Country, TX"
59,tent,1,2,None,4,1,150120,c9p9pj67pepgp24n66j0,0,1,0,0,31.965928119096,-95.3881106451606,Piney Ridge amping,Melissa,Piney Ridge Ranch,/en-US/discover/texas/piney-ridge-ranch,30,30,30,1,100.0,https://www.hipcamp.com/en-US/texas/piney-ridge-ranch/piney-ridge-camping,X,exas,,US,0,"Texas Hill Country, TX"
60,"['tent', 'rv']",10,1,None,103,1,19253,c9p9pj67pepgp24n66jg,0,1,0,0,31.5655,-95.5265,he Grove Shelter & Supplies,Mallard,Mallard Haven abin-House,/en-US/discover/texas/mallard-haven-cabin-house,20,20,20,6,100.0,https://www.hipcamp.com/en-US/texas/mallard-haven-cabin-house/the-grove-shelter-supplies,X,exas,Grapeland,US,1,"Texas Hill Country, TX"
61,"['tent', 'rv']",0,5,None,11,0,142959,c9p9pj67pepgp24n66k0,0,1,0,0,33.1919582918045,-96.3868810726244,Secluded Peaceful Ranch,Rebecca,Rebecca W.’s Land,/en-US/discover/texas/rebecca-w-s-land-2,50,50,50,0,0.0,https://www.hipcamp.com/en-US/texas/rebecca-w-s-land-2/secluded-peaceful-ranch,X,exas,None,US,0,"Texas Hill Country, TX"
62,"['tent', 'rv']",0,12,None,0,0,74385,c9p9pj67pepgp24n66kg,0,1,1,0,32.4168192695468,-95.9998925984698,Small farm ranch,Nasir,Nasir N.’s Land,/en-US/discover/texas/nasir-n-s-land,45,45,45,0,0.0,https://www.hipcamp.com/en-US/texas/nasir-n-s-land/small-farm-ranch,X,exas,None,US,0,"Texas Hill Country, TX"
63,house,6,5,None,112,1,43603,c9p9pj67pepgp24n66l0,0,0,0,0,33.5948,-95.86338,Hidden Grove Resort,had,Kevin B.’s Land,/en-US/discover/texas/kevin-b-s-land-2,185,185,185,3,83.3333333333333,https://www.hipcamp.com/en-US/texas/kevin-b-s-land-2/hidden-grove-resort,X,exas,None,US,1,"Texas Hill Country, TX"
64,"['tent', 'rv']",1,1,None,20,1,118056,c9p9pj67pepgp24n66lg,0,0,0,0,33.4777488,-97.1187563,Psycho Pony amp B&B,Gail,Psycho Pony amp B&B,/en-US/discover/texas/psycho-pony-camp-b-b,50,50,50,1,100.0,https://www.hipcamp.com/en-US/texas/psycho-pony-camp-b-b/psycho-pony-camp-b-b,X,exas,Valley View,US,0,"Texas Hill Country, TX"
65,house,0,1,None,10,0,137924,c9p9pj67pepgp24n66m0,0,1,0,0,31.9902165783976,-97.2743580006332,iny little love shacks,harles ,inylittleloveshacks,/en-US/discover/texas/tinylittleloveshacks,45,45,45,0,0.0,https://www.hipcamp.com/en-US/texas/tinylittleloveshacks/tiny-little-love-shacks,X,exas,Whitney,US,0,"Texas Hill Country, TX"
66,"['tent', 'rv']",11,1,None,64,1,65310,c9p9pj67pepgp24n66mg,0,1,0,0,32.2878,-97.5654,Pork hop Point,REBE,Pork hop Point,/en-US/discover/texas/pork-chop-point,35,35,35,7,100.0,https://www.hipcamp.com/en-US/texas/pork-chop-point/pork-chop-point,X,exas,leburne,US,1,"Texas Hill Country, TX"
67,rv,2,2,None,23,1,69971,c9p9pj67pepgp24n66n0,0,1,0,0,33.3561,-97.1803,Pasture Paradise,Melissa,Pasture Paradise,/en-US/discover/texas/pasture-paradise,30,30,30,1,100.0,https://www.hipcamp.com/en-US/texas/pasture-paradise/pasture-paradise,X,exas,Sanger,US,0,"Texas Hill Country, TX"
68,tent,19,3,None,114,1,43654,c9p9pj67pepgp24n66ng,0,0,0,0,33.542,-96.9606,ent amping at Nature & Horse amp,pril ,amp onkawa Woods & Horse amp,/en-US/discover/texas/camp-tonkawa-woods-horse-camp,25,25,25,12,95.8333333333333,https://www.hipcamp.com/en-US/texas/camp-tonkawa-woods-horse-camp/tent-camping-at-nature-horse-camp,X,exas,ollinsville,US,1,"Texas Hill Country, TX"
69,"['tent', 'rv']",28,4,None,221,1,9384,c9p9pj67pepgp24n66o0,0,0,0,0,30.9941392869254758,-97.283747020602165,Walker Honey Farm and ancing Bee Winery Vineyard amp,lyssa,Walker Honey Farm and ancing Bee Winery Vineyard,/en-US/discover/texas/walker-honey-farm-and-dancing-bee-winery-vineyard,20,20,20,13,80.7692307692308,https://www.hipcamp.com/en-US/texas/walker-honey-farm-and-dancing-bee-winery-vineyard/walker-honey-farm-and-dancing-bee-winery-vineyard-camp,X,exas,Rogers,US,1,"Texas Hill Country, TX"
70,"['tent', 'rv']",19,2,None,103,1,31654,c9p9pj67pepgp24n66og,0,1,0,0,32.7021,-96.19145,Bryan amping Horse Retreat,Julia,Bryan Ranch Retreats,/en-US/discover/texas/bryan-ranch-retreats,35,35,35,15,96.6666666666667,https://www.hipcamp.com/en-US/texas/bryan-ranch-retreats/bryan-camping-horse-retreat,X,exas,errell,US,1,"Texas Hill Country, TX"
